data,emoji,label
哪来的冤大头啊,[悲伤],0
是乌克兰傻还是欧盟傻 出这个主意谁会同意美国？乌克兰？,"[笑cry],[允悲]",0
心里只有 我我我 和 钱钱钱 ，🐮,[微笑],0
说的可真好，防盗还要乱排版，有没有想过用户,[吐],0
米果就是米果，没干过人事,[汗],0
22例，境外势力都不好意思拿这个数字做文章，除了喊加油的都散了吧,[笑cry],0
造孽啊！全球几百个实验室专门制造病毒，该死的美国！！！,[doge],0
大可不必唱衰搅S国现任，谁上都一样,[doge],0
屁股坐正了就无所谓自己像猪一样任人宰割是吧,"[笑哈哈],[哈哈]",0
拿菜刀砍死他，无限避险！,[挖鼻],0
我90后从初中被打到高中呢，,[doge],0
你好惨,[悲伤],0
这就是美国，人人持枪，天天枪战，不然美国军工企业怎么赚钱,[挖鼻],0
太过分了吧，毕竟这也是乌克兰人呢。这些人都忘记自己的祖宗了。,[汗],0
村委会能不能管管啊，这俩孩子怎么办诶太作孽了,[泪],0
30岁的年级还迷茫，咋办,[悲伤],0
所以看到有些人天天说的，很有人在逼他一样，就感觉很迷惑,[笑cry],0
把最甜的桔子送给最可爱的人,[抱一抱],1
疫情都是美国搞的鬼美国是搬起石头砸自己脚一切责任都在美方小沟红们满意了吗,"[笑cry],[doge]",0
萨德事件的时候，大家也都说不吃乐天食品，各大超市也都纷纷下架，几年过去了，乐天还是可以回头搞一波。可见互联网没有记忆的。,[怒],0
只是批评教育？伤好回家继续打吗？,[摊手],0
国家篮协主席就说过，打的不好，还不让别人说了啊，自己踢的不好，还不能让别人说,[吃瓜],0
今天是中国华服日，也是汉族上巳节，也是畲族三月三，也是其他少数民族的节日,[doge],1
每天睡觉前，看一遍评论，拉黑投诉一批，越来越少了，从不参与争论,[doge],0
违反法规坑的也是不想得病的老百姓。以为谁都愿意得病玩呢？,[摊手],0
哎呀，说出了我的心声,[doge],1
英雄一路走好向所有缉毒干警致以最衷心的感谢和最诚挚的祝福，祝愿你们永远平安，永远永远，平平安安！,[蜡烛],1
一年一度的就业困难记,[允悲],0
大不了不参加，这种被绑架的体育比赛应该得到全世界的讨伐,[哼],0
#五四红旗团组织##团旗飘扬在一线##我身边的好团员#共青团是一个有理想，有信念的组织。既服务社会，又服务青年。九十多年的奋斗历程中，团跟着党走，团员跟着团旗走，发挥着重要的作用。让团旗飘扬在一线， 是每个团员的责任和义务，他们在社会上，也在我们的身边,[鲜花],1
祝贺的同时主要还是点赞！,[赞],1
为什么不是那些耗材买办？,"[蜡烛],[泪]",0
真好…我能吃肉了,[doge],1
太好哭了呜呜呜 橘子哥哥 最甜的橘子给你,[悲伤],0
我们也吃不到很多绿叶菜 奢侈品了属于是,[泪],0
几搜小破艇而已，别拿来吓唬蛙蛙和慕洋犬,[摊手],0
只求学校不封不想体验大学生月假,[泪],0
//@旻敦dun: 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我笑死了//@我妈告诉我名字真的不要起的太长:德议员建议民众冬天站在墙角，因为墙角有90度,[允悲],1
话虽如此，但还有什么其他办法能制裁他们吗,[悲伤],0
你怎么还不撒泼，极端女权。,[微笑],0
先把一切不利国家发展的东西给扫了,[泪],1
我无语了，你们是不是没看懂层主在说什么，是宣传了之后怕犯罪分子不来做核酸带着病毒到处传播好吗,[跪了],0
要不把“R”也禁了吧，“RUSSIA”,[允悲],0
但是狗很乖啊！而且是在自家门口。不签狗绳不能成为牵狗绳子的做害的理由吧……!,"[挖鼻],[费解]",0
日白了，太阳下班咯,[允悲],0
非要弄成湄公河那样的才肯大力打击吗,[汗],0
看出来钱到位了,[微笑],1
俄罗斯就在家门口，就当军训拉练了，还能回收点儿国土，美国2B能……哎脑残的智伤真是让人难以理解，国内基建都烂成渣渣了，把小钱钱聚聚能改善不老少呢就是喜欢花钱惹事，2B到家了,"[允悲],[哈哈]",0
美国这是搬起石头砸自己的脚,[怒],0
脸拿别人的钱做自己的善事？,[怒],0
不愧是emperor city，这都不封,[doge],0
毕竟刚出来社会，就业不稳定，难免会不停的换地方,[泪],0
而不是站在国家的对立面。它们可以讨厌俄罗斯，但反战不反美又是何居心呢？反俄不说还支持乌当局，支持乌当局就是支持新纳粹就是支持北约，那就是站在了国家的对立面，身为这个国的人应该感到耻辱，另外王毅部长强调了中俄友谊坚如磐石,[挖鼻],0
你反思一下你的图为什么挂了,[doge],0
是啊 保护女权也是保护男孩子作为女生我真的很不喜欢有人听到“男护士男护工男保姆“会笑也不希望每一个值得被爱的男孩子从小被要求“是男子汉不能哭”，“男人要顶天立地”不论男女很多人都是社会的受害者,[失望],0
如果他们还在，一定会为现在的我们感到骄傲吧,[悲伤],1
楞着干什么，唢呐吹起来，舞跳起来,[憧憬],1
封面的周总理，关心青年成长的总理爱了爱了,[心],1
致敬科研工作人员致敬屠呦呦女士,[赞],1
买一个送给我的朋友，他是潜水爱好者,[打call],1
该履行义务的时候唯唯诺诺，讨要权利的时候重拳出击，评价是剑冢,[笑cry],0
天呐，别呀 马上放假了要出去,[允悲],0
早日清零要生自己转性,"[可怜],[太开心]",0
准是该死的美国佬干的,[弱],0
你每天都发微博，可又像根本不看微博，人民群众的疾苦看不到，反而加剧人民内部矛盾，挑起事端，又装聋作哑看不见，《中国青年》是部好杂志，里面关于如何对待妇女的认识，可比你深刻多了，建议不要光发博，自己亲自去读一下，好为人师的毛病要改一改了。,[心],0
需要实干家，可惜他们一个也不是,[微笑],0
愿逝者回归天宇，平静祥和,[蜡烛],1
为学校感到骄傲很荣幸我也是其中一员。《唱支山歌给党听》永远听党话 跟党走,"[打call],[中国赞],[哈哈]",1
祝水产多多，越来越好,[心],1
买150碗就不觉得离谱吗！希望好好调查,[吃瓜],1
短袖：我不要面子吗？,[doge],0
挺好的，爆发了一起感染吧,[doge],0
我会把自己代入进去，最讨厌隔壁楼偷拍,[微笑],0
:尖是一年一度的#妇女节#，属于广大女性的节日，纪念女性在各个领域的贡献与成就。独立自主的她们，追求平等权益，通过自己双手构建人生也影响着世界。祝所有妇女节日快乐！你们今天放假吗？#成都三八妇女节放假##妇女节放假# 成都,[心],1
大胆竟然给自己冲VIP你不知道前面有55个VIP祖宗嘛,[允悲],0
关键很小，一环那么多人，太挤了,[允悲],0
啊，没有男权啊，我还以为以为有呢，原来今天那些骂女性的都是我看错了。社会上那么多对女性不平等的条约你是一个字不提啊,[泪],0
人民海军！生日快乐！,[打call],1
团团说的对，多点爱心❤️少点对立[开学季]很多人在一直默默的付出前线辛苦啦,"[抱一抱],[赞]",1
看这情况不就是因为重男轻女才生的吗，大姐都11岁了，还要生……最后还不是为了生个男宝🐴,[doge],0
我高一是七八年前了哈哈哈，现在已经是教英语的了,[doge],1
想知道这个字母加数字到底说了什么,[笑cry],1
好的谢谢,[泪],1
实在不行就单双号限行,[微笑],0
会不会是P2P的变异亚种？！,[允悲],0
70年代的事情 说明周总理目光长远 品德高尚 当时确实很多重男轻女 那也是那个年代吧 你们真要打拳找你们爸爸妈妈爷爷奶奶的麻烦不就行了,[泪],0
这是给耗材们打个样，别以为横冲直撞就办不了你,[喵喵],0
是啊，不过区区两万块就抓了人家，这点钱才够买几天吃的啊,[失望],0
老美也一样啊老美那韭菜经常骂骂,[笑哈哈],0
多做点这些视频，超燃,[赞],1
辟谣的他们才不信呢 他们觉得是就是,[doge],0
今日欢呼孙大圣，只缘妖雾又重来,[泪],0
这次成都做得很不好！那么多兄弟省市前车之鉴，还反应迟钝，漏掉上海毒源，这哈瓜球了，光把成都本地人管好有屁用,[怒],0
上次9号线也是临停，紧急刹车把我刹的倒在了人身上,[笑cry],0
慧晓姐姐，温柔强大巾帼不让须眉,"[抱一抱],[打call]",1
#卡拉奇爆炸案造成3名中国公民遇难#【我驻巴使馆：卡拉奇爆炸案造成3名中国公民遇难，均为孔子学院工作人员】,[泪],0
国家不过问吗？//@热爱生活追求理想:辉瑞新冠口服药，每盒2300元。已经入浙江省医保。 最大的赢家是美国🇺🇸。一边送你病毒、一边卖你高价药。赚的盆满钵满！🙈,[挖鼻],0
火是好事，但是学校能不能别逼着学生拍这个视频,[怒],0
我也喜欢纸质书，但是现在疫情买不到[苦涩]而且比电子书要贵,[泪],0
您可真会转移矛盾,[doge],0
说明上海在做生意这块老卵 不怕折寿吗,[good],0
每次看到这个阿姨，第一眼都感觉像是在看《家有儿女》里宋丹丹演的刘梅,[笑cry],1
不行啊，Z转九十度就是N，要抵制N字符,[吃瓜],0
可见评论区里面到底谁极端,[摊手],0
这些给封城叫好的都是没痛到自己身上罢了,[摊手],0
太适合啦美好的真真好来,[good],1
支持乌克兰和支持共存的果然是同一批人，假洋鬼子，懂得都懂,[吐],0
李庄值得再去。吃白肉,[允悲],1
西医无能，把封城当做最佳方案，害苦几千万人，这不是科学防疫。让中医救场吧,[允悲],0
:【#神十四神十五航天员乘组已选定#】中国载人航天工程航天员系统总设计师、中国航天员科研训练中心研究员黄伟芬介绍，目前神舟十四号和神舟十五号航天员乘组已选定，他们的身心状态非常好，正在积极开展相关训练和准备。两个乘组都将在轨6个月，首次实行在轨乘组轮换，6名航天员将共同在轨驻留5到10天。,[打call],1
各就各位，尽心尽力尽责,[鲜花],1
妇女儿童占90%。。。是逃过去的还是被拐卖过去的中国人可要好好反思一下,"[微笑],[费解]",1
弟弟勇敢往前冲！！祖国人民支持你,[爱你],1
刷到过一个视频 很明显就不是一件事 评论区底下都被牵着鼻子走 我觉得稍微判断一下都能看出来是移花接木吧,[黑线],0
我们不惜一切代价清零，结果我们是代价,[允悲],0
纯粹把我们当傻子耍的,[太开心],0
向守护万家灯火的人民警察致敬！,[中国赞],1
解释的很清楚,[作揖],1
所以上海的党政主要领导之前在干什么,[摊手],0
一家航司出现事故，全部航司受警示！严肃调查处理事故原因，严厉追责相关责任人！还受难者及其亲属一个交代，回应全社会的全民关切！,[蜡烛],1
缅怀我们最可爱的战士,[心],1
少逗留，少接触，减少传播机率,[中国赞],1
你报警吧，共青团得罪你了,"[泪],[笑cry]",0
看了后续视频，感觉被剃头的那个人肯定是受另外两个人欺负的,[可怜],0
捞捞我团,[抱一抱],1
你不如把话说的明白些此图深得我心,[doge],1
谢谢超话社区！[送花花][送花花],[抱一抱],1
不是心虚为什么开精选，这么多评论只能看到2条，现在怎么又不精选了。有理怕他啥呀,[可怜],0
关注，举国加油哦，提前完满成功。,"[蜡烛],[鲜花]",1
想多了，你太小看反思怪群体了,[哈哈],0
谢谢大白一直守这我们，疫情战胜之后，我们再开始新的生活,[爱你],1
森林防火人有责，共同守护绿色家园！,[心],1
骂得好，破防了属于是。很开心,[爱你],0
早安吖，一起来互动呢~,[兔子],1
为什么这张图里大白没有男的，共青团也在歧视男性吗,[doge],0
连德国都说是袭击，在你这就变成侵略了,[允悲],0
怎么真的有人二十年前过的苦，二十年后还是那么苦。好心酸啊,[泪],0
最近造谣真的太多了！,[抓狂],0
我晕了！遍地开花🌼啊！！,[抓狂],0
差不多得了，什么学历啊,[疑问],0
记得去不知知网某博士和知网的微博宣泄情绪,[并不简单],0
显示IP真是个好东西，什么狗都暴露了,[并不简单],0
喜欢看穿华服的哥哥姐姐弟弟妹妹，但是不喜欢穿华服，因为我一穿就像个卖炊饼的,[允悲],0
已阅 你们忙打鱼 我忙防疫呢 一起加油[揣手],"[笑而不语],[打call]",1
好怕啊，以后就留一个官媒就完了呗。可是像武汉这种一开始死不承认万家宴人际传染，像西安这种一开始死不承认水灾瞒报的怎么算？,[doge],0
100万死人,[doge],0
这个微博你看博主的编辑记录他前两次发的时候没后面两张带女性的图，长征军肯定是男性居多的，所以女性出镜少也正常，感觉不至于吵起来。团团12号发的那个女拳截图只有三个赞，我看别人评论说发了12号的微博后才开始热闹，我现在真的是有点懵，感觉团团也在带节奏，但是共青团不应该会做这种事,[黑线],0
如果没有屠呦呦，用青蒿治好疟疾的现代中医们，还会受到某些人的恶意攻击,[泪],0
这样油就少了，又得涨价了,[doge],0
为什么我的眼里常含泪水？因为我对这土地爱得深沉！,[泪],1
家国大事面前搞性别对立，之前报道女航员的时候怎么看不到你啊[懒得理你],[吃瓜],0
军号声声是召唤，是冲锋，是精神,[good],1
虽远必诛！ 愿逝者安息,[蜡烛],1
这能有几个人够到自己所在城市的平均了啊？,[哆啦A梦吃惊],0
怎么又是女性，这到底多绝望才能做出这种事,[泪],0
扰乱军心，早发现早治疗,[doge],1
不好意思，我直接筷子摔他脸上...天蝎,[doge],0
北约，世界动荡之源，欠下的血债终要偿还,[可爱],0
资本主义国家可不会为了垄断反垄断焦头烂额他们就是干垄断起家的,[笑cry],0
疫情以后希望有机会打卡,[爱你],1
反手举报了奖励可能都不止四万，这个智商还是老老实实吃牢饭踩缝纫机吧。,[吃瓜],0
火锅儿走起就不冷了。,[憧憬],1
那落地就是阳，车上的密接是不是就不管了呢？承认别人的优秀有那么难吗？,[汗],0
香港能不能熔断了，这么多早就触发熔断机制了,[偷笑],0
绞和煮应该不是一个意思吧？这小学语文也就这水平了？,[笑哈哈],0
上海人有生活困难的时候，在唱高调让人家居民发扬长征精神。为了转移矛盾，nbcs的低赞回复，愣说人家是极端女权。还写长文，置顶，真厉害呢,[兔子],0
我要做那个在航母上打滚的人,[笑而不语],1
道歉之后伤了亚洲其他国家的心,[污],0
中国航天事业越来越好,[心],1
这种时候干这种事情要杀头,[怒],0
#中国华服日#万紫千红总是春。三月三 上巳节,[心],1
老百姓志愿者都不容易…一将无能累死三军,[抓狂],0
美洲是地球重镇，应该派一名虎将镇守，没有虎将也该派只狗，结果选出个...,[并不简单],0
我们有最好的党、最好的人民军队、最好的人民，我们一定能够实现中华民族的伟大复兴,[鲜花],1
我们没放假，但发了红包,[抱一抱],1
感谢人民日报，恭喜辽宁男篮,[打call],1
为什么这次解放军到上海，上海这边的新闻媒体一点动静都没有,[泪],0
来自美国的谎言~//@一个院长的思考: //@十月之光_Lai:转发。美国的真实面目应该让更多人知道！评论区的那些耗材们，快投奔你们向往的国度去吧，中国来去自由！,"[话筒],[哈哈]",1
致敬优秀团员！第一次关注一名运动员，才知道光鲜的荣誉背后是牺牲掉的童年，克服训练的枯燥伤病压力的超常毅力，没有随随便便的成功，年仅23岁的王曼昱却已为乒乓球事业“奉献”了18年，期待早日实现大满贯,[哈哈],1
原来问题在这呢所以就成了大胖子国宝🐼,[微笑],1
兄弟你是不是drug多了,[doge],0
欢迎英雄回家[彩虹屁],[爱你],1
对对对,[doge],1
你管三个赞叫极端，你可真会扣帽子，那我说你极端男拳你别破防,"[鼓掌],[嘻嘻]",0
汉硕人心痛！希望所有从事国际汉语教育事业的朋友都安全！,[伤心],0
给美国当狗至少比给俄罗斯当狗要好吧，至少生活富裕些，给俄罗斯当狗又穷还要被侵占土地，是个傻子斗知道怎么选择,[允悲],0
魔怔对魔怔，看看卷到最后是谁输,[吃瓜],0
美国正一步步把欧洲推进火坑，哦不，也许是，冰窖,[摊手],0
买150份这个就是涉嫌故意敲诈了，商家卖三无产品可以举报赔偿，但是你违背常识，买150份后再起诉10倍赔偿，明显是有敲诈的嫌疑了，我要是商家，也不会善罢甘休的！,[doge],0
你说的这些有其他病症的患者就医问题，其实很多城市在封控前就有相应的措施了，疫情三年，病人无法就医，除了上海，就是年前的西安，但是人家也改了，上海封这么久了，还一直这样不改是他们,[跪了],0
别噶黑啊，拳师不打洋人更不打白人捏,[兔子],0
啊啊啊啊啊啊啊太好了终于可以解开谜底了,[泪],0
一般来说商家相对消费者来说，消费者属于弱势群体，不然也不会有消费者权益保护法，确实不是谁弱谁有理,[笑cry],1
你敢歧视女性!,"[吐],[怒]",0
敢叫日月换新天,[赞],1
好家伙，连周总理的拳也打，很难不怀疑女拳的成分了,[允悲],0
:【#您的故事我们记得#】“他们说爸爸是英雄，小时候我不明白什么是英雄，如今我懂了，也从未忘记……” #清明祭英烈#,[悲伤],1
苏联玩这个政策玩出了解体，自己看着办吧,[微笑],0
第一例本土到底咋个感染确诊的哦,[允悲],0
2月份优秀主持人✨ 感谢所有就是团长的伙伴们~我们3月份一起继续加油,[坏笑],1
不破窗玻璃就不要麻烦消防员,[怒],0
春天穿着传统服饰出去玩儿真好,[心],1
造谣一张嘴，辟谣跑断腿,[doge],0
刚吃了一个橘子，很甜。感谢这些在我们身后默默保护我们并为之付出生命的人，正是因为有他们和她们，我们才能平平安安地在家里吃橘子。,[泪],1
我至今记得有天上午吃了三个芝麻汤圆和一个煮鸡蛋把我吃成急性胃炎住进医院挂水的经历，都是不好消化的东西，之后就再也不敢多吃了，汤圆一次最多吃三个绝不和煮鸡蛋一起吃,[允悲],0
srds上海是要和国际接轨是吧，国外把新冠当感冒你们就模仿起来了，在沪华人注意安全吧,[吐],0
所以祝愿黄臻考编落榜,[兔子],0
第四部应该准备扒他抱周杰伦大腿，扒过往不恰当言论放大，扒他炒爱妻人设,[doge],0
确定是确诊吗？还是无症状啊，昨天看斑竹园也有警察警戒线但最后虚惊一场哒,[泪],0
啊对对对，男宝说得对,[good],1
把妇女解放和女权分离你是不是被洗脑洗傻了啊宝贝,[心],0
第三舰：抬汪舰！支持的顶起来,[心],1
之前楼下还有说警校招生女性比男性分高一百多分，这是对女性的歧视，为了追求男女平等，所以我也觉得在各方面放齐才能堵住女拳的嘴。,[悲伤],0
镇上医院直接把自费疫苗往前推，免费疫苗往后延也是去了外省才知道这可恶行径,[哼],0
看不懂那只能说♀➗猪脑过载了呀，自己开除别人♀籍怎么又不承认了捏？敢做不敢认也算母÷人设把,[疑问],0
:【许个愿！#西双版纳流萤星海#】#西双版纳流萤飞舞美如星海#这几天，中国科学院西双版纳热带植物园里，每当夜幕降临，萤火虫就在园内尽情“嬉戏”。夜幕下，万千流萤飞舞，一只只轻盈地穿梭林间，宛若天上繁星，汇聚成一片星海，如梦如幻。（新华网）新华网的微博视频,[心],1
西方逻辑：正义有罪，中国俄罗斯有罪，邪恶至上,[吐],0
极端南拳真的离谱，说要把不生孩子的女性子宫挖了,[吃惊],0
你为什么不去报社发，在这里发有什么意思吗,[费解],0
还给霉国当洗衣粉呢,[舔屏],0
太原工资低的一批，消费水平全国考前，也不知道咋调查的，可能人家在富人区走了一圈,[喵喵],0
疫情在家吃老本呢，还可支配收入我给国家拖后腿了,[允悲],0
谢谢夸奖呢,[doge],1
那密接的咋样了，两边的行动轨迹对比详略也太明显了,[允悲],0
我以为我有毛病 终于找到一样的朋友了,[允悲],0
能不能合理安排，别让一线过度劳累，他还这么年轻,[蜡烛],0
它们这个时候是死亡状态，只有针对中国的时候才会诈尸,[doge],0
我只求健康码别时不时给我反反复复赋予黄码就谢天谢地了,[允悲],0
在这样的环境下和这个“有夹规”的地方，您竟然敢说如此的大实话！我敬您！好汉！🙏,[赞],1
有人受苦就说明有人工作没做好，不去追究工作没做好的人，却在这里歌颂被迫受苦,[费解],0
这评论区看的人心惊 你们是怎么做到张嘴说瞎话的,[汗],0
回不去的青春，留不住的岁月,[鲜花],1
女拳师真是选择性的打拳为女生发声的文章下面看不见只盯着那以前文章,[污],0
:【今天，致敬青蒿素的发现者屠呦呦】今天是世界防治疟疾日。千百年来，人类对抗疟疾的战争从未间断。20世纪60年代，屠呦呦和团队经过上百种中药筛选、数百次失败以及亲身人体试验后，终于研制出了有效抗疟的青蒿素。向抗击疟疾一线的科研工作者致敬！#今天感谢屠呦呦#,[心],1
美国政府确实是个有担当的大哥 小兄弟不管谁家有难必然挺身而出给钱出力,[作揖],1
:【#多国报告超百例不明来源儿童肝炎病例#】据路透社报道，世卫组织当地时间23日称，随着不明来源的急性肝炎病例在儿童群体间增加，目前已有1名儿童被报告死亡。据统计，累计有12个国家至少报告了169例儿童病例。截至4月21日，报告病例的国家除英国外，还包括美国、西班牙、以色列、丹麦、爱尔兰、荷兰、意大利、挪威、法国、罗马尼亚和比利时。世卫组织还表示，有74例病例检测到腺病毒，其中20例感染了新冠病毒，19例同时感染了新冠病毒和腺病毒。,[衰],0
我心动了，能行动了吗？,[允悲],1
是的捏，为什么没有无性别群体，歧视无性别群体是吧,[哈哈],0
工作人员们真的好辛苦哇,[悲伤],1
#林巧稚逝世39周年#向林巧稚院士致敬！,[心],1
这个社会 是怎么了因为它病了,[抱一抱],0
历史虚无主义玩到最后就是乌克兰这下场，人民没信仰，民族不团结，国家没力量，全是搞破坏和自相戕害的！不是内乱就是战乱！前几年公知就在中国搞这个，甚上尘嚣啊！大有恨不得灭了生养自己的这一方水土之势,[doge],0
笑死 你太内涵了,[嘻嘻],1
本来这周准备去西安参加招教考试，哦豁，成华区有几个中风险了，去了隔离14天，隔离完考试都结束了,[泪],0
辛苦了辛苦了救援人员,[心],1
干最累的活，拿最低的工资,[失望],0
中国应该有的思想，希望发扬光大,[赞],1
我心中的画面是：辽宁山东（两个已有）、江浙沪（至少配一个）、福建广东（至少配一个）、台湾和南海（也至少配一个）这样就舒服了，群殴单挑都不怕，总而言之就是要保卫国家,[兔子],1
没有，有疫情都很少出去耍,[跪了],0
保存了，不知什么时候才能动起来,[笑cry],1
:【成都人才，请查收这份来自太空的节日祝福！】今年4月，我们即将迎来第5个“蓉漂人才日”。节日即将到来之际，去太空出差半年的、来自成都的航天员叶光富，为家乡的广大人才送来了一份“来自太空的节日祝福”！#太空出差的叶光富为家乡人才送祝福# 锦观新闻的微博视频 （锦观新闻）,[打call],1
披着光啊 致敬盖世英雄,[心],1
大蓝鲸昨晚已经哗哗的啦～今天凉快多了，舒服,[抱一抱],1
那到底咋回事前天遭的两个不是也是上海来的物流司机吗,[泪],0
环球时报是人类史上最啥比的报纸,[打call],0
孙颖莎健康涨球，继续加油,[打call],1
汉服好美好飒[送花花][虎爪比心][虎爪比心],[抱一抱],1
新闻是取消，很容易让人误解,[吃惊],0
最好的结果就是变异后大家更存，消灭别想了,[笑cry],0
清明，缅怀先烈缅怀先人,[蜡烛],1
你只配拿冥币,[并不简单],0
美帝:大家只要一起制裁俄罗斯，我们就能一直喝酒吃肉。欧盟:“我们”中有欧洲吗,[思考],0
这种人只停职？？？突然想到911事件是怎么来的 这些激进党 真是令社会不安！,[汗],0
竟然上榜了哈哈哈哈哈 继续加油吧～,"[打call],[航天员]",1
上海到现在没有一个高风险,[笑cry],1
谢谢人民[哇][哇],"[抱一抱],[爱你],[心]",1
温情融入在邻里间的关心里，#互帮互助根植于我们民族的血脉中#,[心],1
作为一名上海土著，求求北京一定要比上海好真心的,[允悲],1
不会吧，不会吧不会还有人买好丽友吧,[微笑],0
我才看懂,[悲伤],0
还有南关区的兄弟姐妹们，在这有的都待了快20天了，也没人接他们回去,[泪],0
不会看他主页啊纯纯一美狗你还舔上了？问他美国多次干涉中国内政 造谣抹黑中国 在推特封号捂嘴中国人的时候他不说话了 那你替他讲？,[疑问],0
不要问谁是人民，不要问谁是代价，坚持就好,[鼓掌],1
#四川木里救火勇士牺牲三周年祭# 永远缅怀，我们不会忘记,[蜡烛],1
那你很棒棒哦,[爱你],1
上海是不是打算摆烂了,[泪],0
精乌又要高潮了，乌官方已经和台独搞在一起了，你们的居心藏不住了,[摊手],0
婴幼儿时期奶奶亲手缝制的小被子[哇],[太开心],1
注意森林防火，守护绿色家园,[加油],1
它们本就是一帮强盗坯嘛！,[doge],0
当志愿者啦,[心],1
干脆直接按拼音字母排位，什么大咖小咖一视同仁,[doge],1
加班，淋着雨回办公室，身体冷心也冷,[失望],0
该咋个穿衣服嘛！想穿夏天的裙子可以不？但又怕冷感冒了,[允悲],0
能不能顺便呼吁一下给打工人减免房贷,[泪],0
疫情当前就都别乱窜了吧,[失望],0
#故宫红墙与春花太配了#,[爱你],1
众所周知中国和北约有血海深仇，北约反对的我们就得支持，北约的敌人就是朋友，没毛病,[doge],0
如今放个风筝都这么卷了么，牛人真多,[作揖],1
那女的就杀人是么，女的怎么这么狠？评论区怎么没有极端女权来打拳了,[太开心],0
喊着躺平不抗议的怎么就是江苏了扣帽子真有一手,[汗],0
:探月四期工程，嫦娥六七八，月背采样，通通安排！#探月工程四期今年正式启动工程研制#,[打call],1
太空跑步=太空步！ 辛苦啦辛苦啦，快快回家！,[赞],1
还境外组织，就极端男拳都是国内的呗？性别女的一说话都是境外的国内是垃圾场吗？啥垃圾都收是吧？,"[悲伤],[good]",0
转移注意力是美国人发明的并一直沿用的，我们不需要。我们踏踏实实搞建设，一心一意谋发展。,[doge],1
这个不是星期一的事吗不要影响学校解封啊，真的快疯了,[泪],0
是最近微博一堆乌漆麻黑的消息里唯一有温暖的,[心],1
这位同学立场不对吧,[怒骂],0
你为什么要删掉“别急 自古以来保护国家的是女性？”的评论啊发现这句话暴露了你极端男权的本质吗你这种理中客说不到十句话就暴露出真面目了,[太开心],0
以前出太阳，遍地都是四川人 现在出太阳，几个胎神搞事情,[允悲],0
幸福快乐,[心],1
81192，国家和人民永远铭记英雄。,"[蜡烛],[心]",1
不是景区饭啊林依轮的“饭爷牛肉面”,[笑cry],1
沈阳可以！希望这个0坚持住，别再封了,[泪],0
靖国神社没有神，只有鬼,[怒],0
果然戳到一些二鬼子的肺管子里，报道这个比死了它亲爹亲妈还要难受,[doge],0
这个星球真的好美希望大家都能保护我们的地球,[心],1
这个狗狗好好的也没干嘛啊，凭什么被喷毒药啊,"[疑问],[怒]",0
我们80年的企业也不太好找,[允悲],0
救援人员辛苦了回家就好,"[爱你],[心]",1
就我这收入都不配上税的,[允悲],0
个人敢这样倒卖物资,[拜拜],0
一周的好心情到此结束,[泪],0
排面！伦哥我辽门面嗷！,[哈哈],1
听的我满脸问号,[泪],0
团团啊，#警方通报婴儿吃饭时被生父扇脸殴打# 这底下有好多极端女权啊，你快来挂人啊，团团你睁开眼睛看看啊,[泪],0
坚持动态清零不动摇，坚持生命至上不躺平！,[加油],1
李玉刚好温暖正能量的歌曲,[鲜花],1
全国人民在想办法救上海，上海人想办法在坑全国人民,[哼],0
防疫二年，医疗资源这么强大的上海，还到了要出动部队支援的程度。真的太拉跨了。。。希望能早日清零,[黑线],0
知识不一定能改变命运 但一定能丰富人生,[打call],1
居家隔离，社区也不管的吗？人想去哪儿就去哪儿？,[摊手],0
关键时刻还是要看我人民子弟兵,[good],1
啊，我这儿都发到手了，既不能预防，疗效还在研究，这就尴尬了啊,[挖鼻],0
还置顶是怕女性看不到吗,[费解],0
不要再传美国新闻了啦,[怒],0
上海倒是解封让大家去打疫苗啊,[怒骂],0
记得三年前，我是放周末回家才知道这个消息，哭了一晚上,"[蜡烛],[泪]",0
气球哥还是那么乐观自由的活着，对谭警官一样的喜爱尊敬，希望你的日子越来越好，能开心的唱歌,[爱你],1
我们班也是 都在震惊共青团被“网暴”了,[衰],0
什么是推特，让我看看！,[悲伤],0
希望不要传到中国过来啊,[泪],0
华服伴美景，天涯共此时共同领略无限的风光。,[心],1
在妈妈眼里只是一个爱喝可乐的小孩呀,[失望],0
都日增一万了，上海不止5万要隔离吧,[吃瓜],0
#庆祝中国共青团成立100周年# 百年风华，青春逐梦，有你有我！青春逐梦正当时，当炬火，去化作那道光！[赢牛奶],[心],1
噢是你吗大家伙！当时1617都在港里，055也有两艘吧，大连就是这么牛🙊 ,[doge],1
太难了，在外的同胞们注意安全,[蜡烛],1
挺好的，应该城市农村妇女都该有,[赞],1
//@Mr丶zhouzhou:七天了，如果起风了，就乘着风回家，如果下雨了，就顺着雨水，顺着江河湖泊回家，如果是父母来接你们了，请一定要抓紧他们的衣袖，就像小时候一样，一定不要走丢了。🙏🙏🙏,[泪],1
哈哈哈哈哈哈哈哈哈你是怎么看出来的啊？瞅了半天都没有看出来,"[疑问],[允悲]",0
机不可失，时不再来。史上最可能让俄联邦解体的一场战争，支持乌克兰死磕吧。,[加油],0
顶级小说家的结局 那年我送你的气球过时啦？喜剧的内核永远是悲剧,[悲伤],0
就这还不约谈wb谁的话题都敢扯，你眼里还有没有国家,"[疑问],[哈哈]",0
